Date,open,high,low,close,volume,sma_20,sma_50,sma_200,macd,macd_signal,macd_hist,adx,adx_pos,adx_neg,cci,aroon_up,aroon_down,rsi_14,rsi_7,stoch_k,stoch_d,roc_10,roc_30,williams,awesome,bb_width,bb_pct,atr,atr_pct,hv_20,hv_60,hv_90,obv,mfi,vol_ratio,cmf,returns_1d,returns_5d,returns_20d,returns_60d,gap,candle_body,above_sma20,above_sma50,above_sma200,price_sma20_pct,price_sma50_pct,52w_pct,golden_cross,death_cross,target_6mo,target_1yr,future_126,future_252,ticker
2021-03-04,20.819421048313597,21.50650328067167,20.62488677325059,21.12571144104004,107573800,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,107573800,,,,,,,,,0.014711763213825795,0,0,0,,,,0,0,0,1,-0.04607060139363128,0.4995357060342507,XLE
2021-03-05,21.72587906027769,21.965943193553414,21.18366281918746,21.916275024414062,112395800,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,219969600,,,,0.03742186792527269,,,,0.028409344740140785,0.008763556291524996,0,0,0,,,,0,0,0,1,-0.05715055298143512,0.4871552351345989,XLE
2021-03-08,22.131497757055065,22.247390635576032,21.63894986549685,21.95765686035156,100610000,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,320579600,,,,0.0018881783465209967,,,,0.009820224120724483,-0.007854908809334177,0,0,0,,,,0,0,0,1,-0.06431612691163469,0.5062537482184022,XLE
2021-03-09,21.833483923121992,22.1480509588527,21.419579014626787,21.572723388671875,118889600,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,201690000,,,,-0.01753071714927601,,,,-0.005655108740137374,-0.011943148210168366,0,0,0,,,,0,0,0,1,-0.05330079078222372,0.5572303878228024,XLE
2021-03-10,21.6058439338936,22.193588347231408,21.50236767135476,22.11908531188965,78416600,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,280106600,,,,0.025326515960644835,,,,0.0015352973578468434,0.023754747999783558,0,0,0,,,,0,0,0,1,-0.08852964329467228,0.4723441551100733,XLE
2021-03-11,22.164614721957896,22.504016730675826,22.077695041927743,22.127363204956055,50797400,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,330904000,,,,0.0003742421058412493,0.04741387132506936,,,0.002058376710619051,-0.0016806751422237419,0,0,0,,,,0,0,0,1,-0.08696106778049106,0.5168262763799087,XLE
2021-03-12,22.16874754040246,22.371560062036565,22.00732329926345,22.17288589477539,59786800,,,,,,,0.0,0.0,0.0,,,,,77.64878205914462,,,,,,,,,0.0,0.0,,,,390690800,,,,0.0020573029600354786,0.01170869000664898,,,0.0018702786708570023,0.0001866751545255995,0,0,0,,,,0,0,0,1,-0.08921685701254656,0.5015976804429221,XLE
2021-03-15,22.123222392034315,22.185307194193356,21.655509303609374,21.920408248901367,60452600,,,,,,,0.0,0.0,0.0,,,,,61.06396732856258,,,,,,,,,0.0,0.0,,,,330238200,,,,-0.01138677423733614,-0.0016963837119364777,,,-0.0022398303484048743,-0.009167477482701846,0,0,0,,,,0,0,0,1,-0.05231632822735521,0.4734348786137035,XLE
2021-03-16,21.556174580251607,21.57686951583269,21.16296448852146,21.295413970947266,77287000,,,,,,,0.0,0.0,0.0,,,,,37.76736585858888,,,,,,,,,0.0,0.0,,,,252951200,,,,-0.028511981659165797,-0.012854631876021205,,,-0.01661619001331323,-0.012096794276807212,0,0,0,,,,0,0,0,1,-0.038591643655625285,0.4611383143467984,XLE
2021-03-17,21.23332819123934,21.564451906753472,21.051210542437172,21.460975646972656,64552200,,,,,,,0.0,0.0,0.0,,,,,44.33109694242088,,,,,,,,,0.0,0.0,,,,317503400,,,,0.007774522545147988,-0.02975302349248765,,,-0.0029154530543388847,0.01072123285018121,0,0,0,,,,0,0,0,1,-0.010369070290689342,0.44320403294355026,XLE
2021-03-18,21.270578236732295,21.36577619967557,20.409656635941417,20.4965763092041,87207200,,,,,,,0.0,0.0,0.0,,,,,25.822468652192953,,,-2.978054176266665,,,,,,0.0,0.0,,,,230296200,,,,-0.044937348312242054,-0.07370001028349782,,,-0.008871796574558239,-0.03638838205889372,0,0,0,,,,0,0,0,1,0.024443265930021774,0.5631071674407919,XLE
2021-03-19,20.488296704126128,20.840115308890724,20.223397767043767,20.500713348388672,81158600,,,,,,,0.0,0.0,0.0,,,,,25.977140450347747,,,-6.458951963545348,,,,,,0.0,0.0,,,,311454800,,,,0.00020184049873317456,-0.07541519648467288,,,-0.00040395063803175144,0.0006060359453617793,0,0,0,,,,0,0,0,1,0.01660982345264972,0.5613127981989301,XLE
2021-03-22,20.45470231150265,20.53417808302936,20.262284682231833,20.304115295410156,59561800,,,,,,,0.0,0.0,0.0,,,,,23.28525750235299,,,-7.530592063888042,,,,,,0.0,0.0,,,,251893000,,,,-0.00958981522435498,-0.07373461913384838,,,-0.002244362725426499,-0.007361975441727648,0,0,0,,,,0,0,0,1,-0.004891310678499128,0.6399783414202302,XLE
2021-03-23,19.894185588290046,20.45470305999246,19.7686953398378,20.007125854492188,103196200,,,,,,,0.0,0.0,0.0,,,,27.82310923204939,19.689376029185013,8.716727601115188,,-7.257301296515041,,-91.28327239888482,,,,0.6404971993391401,0.03201345380467611,,,,148696800,39.4112055028251,,,-0.014627056465991606,-0.060496035353557964,,,-0.020189488738403052,0.005677048989778309,0,0,0,,,,0,0,0,1,0.012231664896006356,0.6520803287402941,XLE
2021-03-24,20.31248068946733,20.785154633867755,20.31248068946733,20.509078979492188,81630800,,,,,,,0.0,0.0,0.0,,,,39.46631783594121,38.435901647191095,27.0675190906014,,-7.2788106275445115,,-72.9324809093986,,,,0.6503208836274563,0.03170892677560158,,,,230327600,43.60920939934031,,,0.02508871732254825,-0.04435477133653731,,,0.01526230390015353,0.009678694248168461,0,0,0,,,,0,0,0,1,0.01790542325139155,0.639370485304851,XLE
2021-03-25,20.16607877987591,20.642936650384875,19.839807941248704,20.584375381469727,80670200,,,,,,,0.0,14.671705255931247,31.622130252123636,,,,41.003745510288695,40.85216621049196,29.82026332861836,21.868170006778314,-6.973211445007293,,-70.17973667138165,,,,0.6612357283066502,0.03212318644702615,,,,310997800,34.67381844990625,,,0.003671369253238188,0.0042835969744956515,,,-0.01672431024048091,0.02074258491891341,0,0,0,,,,0,0,0,1,0.04971237866517875,0.6374111494651524,XLE
2021-03-26,20.956657411603608,21.123976677018216,20.71822849557639,21.094696044921875,72348600,,,,,,,0.0,19.17307212513844,29.710862601859162,,,,50.229882187790224,54.860572453107764,48.47696177588202,35.12158139836726,-4.862650062649581,,-51.52303822411798,,,,0.6525475545382102,0.030934200384667963,,,,383346400,32.687725185585876,,,0.02479165162871766,0.02897375747073161,,,0.018085660760487683,0.0065868630956026795,0,0,0,,,,0,0,0,1,0.032022580005815815,0.6328405410058286,XLE
2021-03-29,20.914831049414527,21.023587468774497,20.588560195659653,20.843721389770508,47286200,,,,,,,0.0,18.069848158638376,29.47543109969918,,,,46.38776760829464,48.2974888446922,39.30163576146893,39.19962028865643,-4.911801125714992,,-60.69836423853107,,,,0.6420895755899253,0.03080493946125375,,,,336060200,35.16057795145316,,,-0.011897524127245429,0.026576193373090806,,,-0.008526550708092343,-0.0033999633787436165,0,0,0,,,,0,0,0,1,0.08158929176519303,0.6115819812624559,XLE
