Date,open,high,low,close,volume,sma_20,sma_50,sma_200,macd,macd_signal,macd_hist,adx,adx_pos,adx_neg,cci,aroon_up,aroon_down,rsi_14,rsi_7,stoch_k,stoch_d,roc_10,roc_30,williams,awesome,bb_width,bb_pct,atr,atr_pct,hv_20,hv_60,hv_90,obv,mfi,vol_ratio,cmf,returns_1d,returns_5d,returns_20d,returns_60d,gap,candle_body,above_sma20,above_sma50,above_sma200,price_sma20_pct,price_sma50_pct,52w_pct,golden_cross,death_cross,target_6mo,target_1yr,future_126,future_252,ticker
2021-03-04,193.87643123472904,194.7802291757302,188.9484243311102,190.78453063964844,4308400,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,4308400,,,,,,,,,-0.015947789916357834,0,0,0,,,,0,0,1,1,0.293369206658586,0.30926250804290567,LLY
2021-03-05,191.2412036744666,197.56770258085308,191.108014682222,196.85418701171875,3875900,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,8184300,,,,0.031814195583470095,,,,0.002393658612072261,0.029350282414961723,0,0,0,,,,0,0,1,1,0.26405778574681915,0.289645808290125,LLY
2021-03-08,196.9302465566198,200.631012445067,196.28333290783576,196.9587860107422,3300300,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,11484600,,,,0.0005313526758625731,,,,0.0003863750426407867,0.0001449216391146423,0,0,0,,,,0,0,1,1,0.26319194979257254,0.2829297210520294,LLY
2021-03-09,198.2050414591724,201.8392198376877,196.03595601940648,196.08352661132812,4227300,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,7257300,,,,-0.004443870807399941,,,,0.006327493551650548,-0.010703637163894147,0,0,0,,,,0,0,1,1,0.24570574131961864,0.2802342004571017,LLY
2021-03-10,196.8256252781339,197.91967655373608,194.44724031681636,195.45567321777344,3400200,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,3857100,,,,-0.003201969101663482,,,,0.00378460485501657,-0.006960232227981689,0,0,0,,,,0,0,1,1,0.24990329354661323,0.2984784669175713,LLY
2021-03-11,196.4641045136042,197.1681116823459,194.33308089624057,195.22735595703125,4037300,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,-180200,,,,-0.0011681280823596651,0.023287136029777944,,,0.005159386162723649,-0.006295035724864582,0,0,0,,,,0,0,1,1,0.17849484384598902,0.31597524545856714,LLY
2021-03-12,194.9229417579396,198.3192828766231,192.4399069662208,197.957763671875,4541400,,,,,,,0.0,0.0,0.0,,,,,82.24135402926171,,,,,,,,,0.0,0.0,,,,4361200,,,,0.013985784427898995,0.005606061404680895,,,-0.0015592804481615772,0.015569341846320688,0,0,0,,,,0,0,1,1,0.15981873624103526,0.29919064914563376,LLY
2021-03-15,183.6208341494107,183.7825625908076,179.04482363647153,179.9581298828125,12388500,,,,,,,0.0,0.0,0.0,,,,,20.124151728353198,,,,,,,,,0.0,0.0,,,,-8027300,,,,-0.09092663735531892,-0.08631580480498324,,,-0.07242418411109175,-0.0199471061306581,0,0,0,,,,0,0,1,1,0.2676214729581874,0.44362685411984804,LLY
2021-03-16,182.22233030651984,182.29844036496493,178.1219970796667,181.61346435546875,6194200,,,,,,,0.0,0.0,0.0,,,,,26.11191887601889,,,,,,,,,0.0,0.0,,,,-1833100,,,,0.009198442291738607,-0.07379539987844863,,,0.012581817921586464,-0.003341335554339359,0,0,0,,,,0,0,1,1,0.23036156280088926,0.46482152069109794,LLY
2021-03-17,180.5003783383071,180.59551953857692,177.48458810106882,177.6463165283203,5134200,,,,,,,0.0,0.0,0.0,,,,,21.58725557507121,,,,,,,,,0.0,0.0,,,,-6967300,,,,-0.021843908111259913,-0.0911171131349574,,,-0.0061288738756555584,-0.01581194364380594,0,0,0,,,,0,0,1,1,0.26129111530103044,0.5028606635378843,LLY
